"Title","PMID","Year","Month","Title_trunc","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Label","...15"
"Uncertainty exposure causes behavioural sensitization and increases risky decision-making in male rats: toward modelling gambling disorder.","28832319",2017,"Nov","Uncertainty exposure causes behavioural sensitization and increases risky ",NA,"BACKGROUND: An animal model of gambling disorder, previously known as ","Zeeb, Fiona D; Li, Zhaoxia; Fisher, Daniel C; Zack, Martin H; Fletcher, Paul J","From the Campbell Family Mental Health Research Institute, Centre for Addiction ; From the Campbell Family Mental Health Research Institute, Centre for Addiction ; From the Campbell Family Mental Health Research Institute, Centre for Addiction ; From the Campbell Family Mental Health Research Institute, Centre for Addiction ; From the Campbell Family Mental Health Research Institute, Centre for Addiction ","eng","Journal Article","J Psychiatry Neurosci","Competing interests: F. Zeeb previously consulted for Intervivo Solutions on an ","Journal of psychiatry & neuroscience : JPN","gambling"
"The relevance of personality traits in impulsivity-related disorders: From substance use disorders and gambling disorder to bulimia nervosa.","28838248",2017,"Sep","The relevance of personality traits in impulsivity-related disorders: From ","10.1556/2006.6.2017.051 [doi]","Background and aims The main aim of this study was to analyze and describe the ","Del Pino-Gutierrez, Amparo; Jimenez-Murcia, Susana; Fernandez-Aranda, Fernando; Aguera, Zaida; Granero, Roser; Hakansson, Anders; Fagundo, Ana B; Bolao, Ferran; Valdeperez, Ana; Mestre-Bach, Gemma; Steward, Trevor; Penelo, Eva; Moragas, Laura; Aymami, Neus; Gomez-Pena, Monica; Rigol-Cuadras, Assumpta; Martin-Romera, Virginia; Menchon, Jose M","1 Department of Nursing in Public Health, Mental Health, and Maternal and Child ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 4 Departament of Clinical Sciences, School of Medicine, University of Barcelona , ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 4 Departament of Clinical Sciences, School of Medicine, University of Barcelona , ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 5 Departament de Psicobiologia i Metodologia, Universitat Autonoma de Barcelona , ; 6 Division of Psychiatry, Department of Clinical Sciences, Lund University , ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 7 Department of Internal Medicine, Bellvitge University Hospital-IDIBELL , ; 8 Department of Psychiatry, Hospital de la Santa Creu i Sant Pau , Barcelona, ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 3 Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; 5 Departament de Psicobiologia i Metodologia, Universitat Autonoma de Barcelona , ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 1 Department of Nursing in Public Health, Mental Health, and Maternal and Child ; 5 Departament de Psicobiologia i Metodologia, Universitat Autonoma de Barcelona , ; 2 Department of Psychiatry, Bellvitge University Hospital-IDIBELL , Barcelona, ; 4 Departament of Clinical Sciences, School of Medicine, University of Barcelona , ; 9 CIBER Salud Mental (CIBERSAM), Instituto Carlos III , Barcelona, Spain.","eng","Comparative Study; Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"The illusion of handy wins: Problem gambling, chasing, and affective decision-making.","28841489",2018,"Jan","The illusion of handy wins: Problem gambling, chasing, and affective ","S0165-0327(17)30514-1 [pii]; 10.1016/j.jad.2017.08.010 [doi]","BACKGROUND: Chasing losses is a behavioral marker and a diagnostic criterion for ","Nigro, Giovanna; Ciccarelli, Maria; Cosenza, Marina","Department of Psychology, Universita degli Studi della Campania ""Luigi ; Department of Psychology, Universita degli Studi della Campania ""Luigi ; Department of Psychology, Universita degli Studi della Campania ""Luigi ","eng","Journal Article","J Affect Disord",NA,"Journal of affective disorders","gambling"
"An Overview of Structural Characteristics in Problematic Video Game Playing.","28845381",2017,NA,"An Overview of Structural Characteristics in Problematic Video Game Playing.","10.1007/s40429-017-0162-y [doi]","PURPOSE OF REVIEW: There are many different factors involved in how and why ","Griffiths, Mark D; Nuyens, Filip","International Gaming Research Unit, Psychology Department, Nottingham Trent ; International Gaming Research Unit, Psychology Department, Nottingham Trent ","eng","Journal Article; Review","Curr Addict Rep","CONFLICT OF INTEREST: Dr. Mark Griffiths and Dr. Filip Nuyens declare that they ","Current addiction reports","gambling"
"Resting-state EEG activity related to impulsivity in gambling disorder.","28856896",2017,"Sep","Resting-state EEG activity related to impulsivity in gambling disorder.","10.1556/2006.6.2017.055 [doi]","Background and aims Impulsivity is a core feature of gambling disorder (GD) and ","Lee, Ji Yoon; Park, Su Mi; Kim, Yeon Jin; Kim, Dai Jin; Choi, Sam-Wook; Kwon, Jun Soo; Choi, Jung-Seok","1 Department of Psychiatry, SMG-SNU Boramae Medical Center , Seoul, Republic of ; 2 Interdisciplinary Program in Neuroscience, Seoul National University College of ; 1 Department of Psychiatry, SMG-SNU Boramae Medical Center , Seoul, Republic of ; 3 Department of Clinical Medical Sciences, Seoul National University College of ; 1 Department of Psychiatry, SMG-SNU Boramae Medical Center , Seoul, Republic of ; 4 Department of Psychiatry, Seoul St. Mary's Hospital, The Catholic University of ; 5 Department of Psychiatry, True Mind Mental Health Clinic, and Korea Institute ; 6 Health Care & Information Research Institute, Namseoul University , Cheonan, ; 2 Interdisciplinary Program in Neuroscience, Seoul National University College of ; 7 Department of Psychiatry and Behavioral Science, Seoul National University ; 1 Department of Psychiatry, SMG-SNU Boramae Medical Center , Seoul, Republic of ; 7 Department of Psychiatry and Behavioral Science, Seoul National University ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Comorbid pathological gambling, mental health, and substance use disorders: Health-care services provision by clinician specialty.","28856904",2017,"Sep","Comorbid pathological gambling, mental health, and substance use disorders: ","10.1556/2006.6.2017.054 [doi]","Background and aims Pathological gambling (PG) is an impulse control disorder. ","Rodriguez-Monguio, Rosa; Errea, Maria; Volberg, Rachel","1 School of Public Health and Health Sciences, University of Massachusetts ; 1 School of Public Health and Health Sciences, University of Massachusetts ; 1 School of Public Health and Health Sciences, University of Massachusetts ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Health Outcomes in Individuals with Problem and Pathological Gambling: An Analysis of the 2014 North Carolina Behavioral Risk Factor Survey System (BRFSS).","28864873",2018,"Mar","Health Outcomes in Individuals with Problem and Pathological Gambling: An ","10.1007/s10899-017-9712-4 [doi]","Problem and pathological gambling refers to subclinical and clinical levels of ","Van Patten, Ryan; Weinstock, Jeremiah; McGrath, Andrew B","Saint Louis University, St. Louis, MO, USA.; Saint Louis University, St. Louis, MO, USA. jweinsto@slu.edu.; Saint Louis University, St. Louis, MO, USA.","eng","Journal Article","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"On the Processes Underlying the Relationship Between Alexithymia and Gambling Severity.","28866795",2018,"Dec","On the Processes Underlying the Relationship Between Alexithymia and Gambling ","10.1007/s10899-017-9715-1 [doi]","A great number of individuals with persistent problematic gambling behavior ","Noel, Xavier; Saeremans, Melanie; Kornreich, Charles; Bechara, Antoine; Jaafari, Nematollah; Fantini-Hauwel, Carole","Laboratoire de Psychologie Medicale et d'Addictologie, Universite Libre de ; Psychiatric Institut, Centre Hospitalier Universitaire Brugmann, Brussels, ; Laboratoire de Psychologie Medicale et d'Addictologie, Universite Libre de ; Psychiatric Institut, Centre Hospitalier Universitaire Brugmann, Brussels, ; Brain and Creativity Institute, University of Southern California (USC), Los ; Unite de Recherche Clinique Intersectorielle en Psychiatrie a vocation regionale ; INSERM U 1084, Experimental and Clinical Neuroscience Laboratory, Groupement de ; Research Center of Clinical Psychology, Psychopathology and Psychosomatic, ","eng","Journal Article","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"Assessing the Relationship between Disordered Gamblers with Psychosis and Increased Gambling Severity: The Mediating Role of Impulsivity.","28884607",2018,"Jun","Assessing the Relationship between Disordered Gamblers with Psychosis and ","10.1177/0706743717730825 [doi]","OBJECTIVE: Recent research suggests that disordered gambling and psychosis ","Kim, Hyoun S; Cassetta, Briana D; Hodgins, David C; Tomfohr-Madsen, Lianne M; McGrath, Daniel S; Tavares, Hermano","1 Department of Psychology, University of Calgary, Calgary, Alberta.; 1 Department of Psychology, University of Calgary, Calgary, Alberta.; 1 Department of Psychology, University of Calgary, Calgary, Alberta.; 1 Department of Psychology, University of Calgary, Calgary, Alberta.; 1 Department of Psychology, University of Calgary, Calgary, Alberta.; 2 Impulse Control Disorders Outpatient Unit, Institute and Department of ","eng","Journal Article","Can J Psychiatry","Declaration of Conflicting Interests: The author(s) declared no potential ","Canadian journal of psychiatry. Revue canadienne de psychiatrie","gambling"
"Predictors of early dropout in treatment for gambling disorder: The role of personality disorders and clinical syndromes.","28886591",2017,"Nov","Predictors of early dropout in treatment for gambling disorder: The role of ","S0165-1781(17)30391-8 [pii]; 10.1016/j.psychres.2017.08.003 [doi]","Several treatment options for gambling disorder (GD) have been tested in recent ","Maniaci, G; La Cascia, C; Picone, F; Lipari, A; Cannizzaro, C; La Barbera, D","Department of Experimental Biomedicine and Clinical Neurosciences, University of ; Department of Experimental Biomedicine and Clinical Neurosciences, University of ; Dept. Pathological Addiction, ASP Palermo, Italy.; Dept. Pathological Addiction, ASP Palermo, Italy.; Department of Sciences for Health Promotion and Mother and Child Care""Giuseppe ; Department of Experimental Biomedicine and Clinical Neurosciences, University of ","eng","Evaluation Study; Journal Article","Psychiatry Res",NA,"Psychiatry research","gambling"
"The dangers of conflating gambling-related harm with disordered gambling.","28889755",2017,"Sep","The dangers of conflating gambling-related harm with disordered gambling.","10.1556/2006.6.2017.059 [doi]","In their critical review of the prevention paradox (PP) applied to ","Browne, Matthew; Rockloff, Matthew J","1 School of Health, Medical, and Applied Sciences, Central Queensland University ; 1 School of Health, Medical, and Applied Sciences, Central Queensland University ","eng","Comment; Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Why do young adults gamble online? A qualitative study of motivations to transition from social casino games to online gambling.","28890860",2017,NA,"Why do young adults gamble online? A qualitative study of motivations to ","10.1186/s40405-017-0025-4 [doi]; 6","The present research examined the mechanisms of initiating online gambling among ","Kim, Hyoun S; Wohl, Michael J A; Gupta, Rina; Derevensky, Jeffrey L","University of Calgary, Calgary, Canada. ISNI: 0000 0004 1936 7697. GRID: ; Carleton University, Ottawa, Canada. ISNI: 0000 0004 1936 893X. GRID: ; Queens University, Kingston, Canada. ISNI: 0000 0004 1936 8331. GRID: ; McGill University, Montreal, Canada. ISNI: 0000 0004 1936 8649. GRID: ","eng","Journal Article","Asian J Gambl Issues Public Health",NA,"Asian journal of gambling issues and public health","gambling"
"Measuring treatment outcomes in gambling disorders: a systematic review.","28891116",2018,"Mar","Measuring treatment outcomes in gambling disorders: a systematic review.","10.1111/add.13968 [doi]","BACKGROUND AND AIMS: Considerable variation of outcome variables used to measure ","Pickering, Dylan; Keen, Brittany; Entwistle, Gavin; Blaszczynski, Alex","School of Psychology, University of Sydney, Sydney, Australia.; School of Psychology, University of Sydney, Sydney, Australia.; School of Psychology, University of Sydney, Sydney, Australia.; School of Psychology, University of Sydney, Sydney, Australia.","eng","Journal Article; Research Support, Non-U.S. Gov't; Systematic Review","Addiction",NA,"Addiction (Abingdon, England)","gambling"
